codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21206960,103,2016-08-23T22:30:00.000,1.8,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21215180,103,2016-11-13T01:50:00.000,0.8,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21115180,103,2018-01-19T21:40:00.000,0.5,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21115170,103,2018-03-19T17:00:00.000,1.3,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21055501,103,2017-09-03T06:55:00.000,0.8336364,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21235030,103,2015-05-07T14:10:00.000,3.2,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21195190,103,2013-07-22T02:30:00.000,1.1,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21195190,103,2014-10-12T18:50:00.000,1,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21015502,103,2019-03-09T22:35:00.000,2.344.985,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21115170,103,2010-12-05T11:20:00.000,3.6,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21205791,103,2018-04-27T17:40:00.000,1.4,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21085501,103,2016-09-25T12:15:00.000,1,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21205521,103,2019-08-02T20:10:00.000,2.139,SANTA HELENA  - AUT,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.738,-73.936,Velocidad Viento (10 min),m/s,
21255170,103,2019-08-09T17:00:00.000,0.9,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21206950,103,2017-04-05T08:10:00.000,5.1,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21205512,103,2019-06-19T15:00:00.000,7.009,EL SOCHE  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.469,-74.079,Velocidad Viento (10 min),m/s
22025040,103,2008-05-26T05:30:00.000,1.3,EL DIABLO,CAUCA,PAEZ,ALTO MAGDALENA,2.978,-76.064,Velocidad Viento (10 min),m/s,
22025040,103,2012-05-19T00:30:00.000,0.5,EL DIABLO,CAUCA,PAEZ,ALTO MAGDALENA,2.978,-76.064,Velocidad Viento (10 min),m/s,
21165501,103,2019-02-25T16:35:00.000,5.379.104,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21205522,103,2019-01-29T03:30:00.000,1.395,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Velocidad Viento (10 min),m/s,
21215190,103,2017-10-09T22:50:00.000,2.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21235030,103,2008-04-26T15:10:00.000,1.2,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21205525,103,2019-04-21T21:20:00.000,0.772,VILLA PINZON  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.229,-73.585,Velocidad Viento (10 min),m/s,
21015060,103,2017-04-27T07:10:00.000,0.4,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21215180,103,2007-08-30T16:30:00.000,2.2,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21205910,103,2019-05-23T20:10:00.000,0.3,LA COSECHA - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,4.989.222.222,-7.400.119.444,Velocidad Viento (10 min),m/s,
21205509,103,2019-04-14T10:10:00.000,4.524,EL DESTINO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.397,-74.628,Velocidad Viento (10 min),m/s
21206950,103,2018-06-18T10:30:00.000,5.6,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21015050,103,2009-06-01T18:50:00.000,1.7,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21115170,103,2009-03-12T00:20:00.000,3.4,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21195190,103,2016-12-30T03:10:00.000,1.3,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21015501,103,2018-05-07T10:10:00.000,0.8182139,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21205509,103,2019-04-20T07:50:00.000,1.018,EL DESTINO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.397,-74.628,Velocidad Viento (10 min),m/s
21215190,103,2013-08-28T14:30:00.000,4.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21185090,103,2019-04-01T07:30:00.000,1.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21215160,103,2018-02-22T02:40:00.000,1,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21215190,103,2015-05-21T15:40:00.000,2.3,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21255160,103,2007-08-11T01:50:00.000,0.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21195170,103,2016-04-10T06:10:00.000,0.5,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21215190,103,2018-09-01T05:10:00.000,0.4,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21205012,103,2017-05-21T22:10:00.000,0.6,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21035501,103,2017-10-05T01:55:00.000,2.039.317,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21195170,103,2015-11-30T14:10:00.000,4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21205502,103,2018-04-16T15:40:00.000,161.158,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21255160,103,2012-09-13T07:30:00.000,3.1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21255160,103,2017-09-25T07:20:00.000,0.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21255170,103,2005-11-12T10:10:00.000,1.4,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21015040,103,2012-08-22T14:10:00.000,3.2,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21206980,103,2012-06-08T14:40:00.000,2.2,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21255160,103,2005-08-31T06:10:00.000,1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206930,103,2018-06-09T13:00:00.000,2.7,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21115180,103,2014-11-11T06:40:00.000,1,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21206960,103,2018-08-31T18:30:00.000,1.4,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21115501,103,2019-05-11T00:55:00.000,0.0849444,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960.666.667,-7.502.849.722,Velocidad Viento (10 min),m/s,
21235030,103,2015-12-17T00:10:00.000,0.9,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21205525,103,2019-05-06T06:40:00.000,1.189,VILLA PINZON  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.229,-73.585,Velocidad Viento (10 min),m/s,
21215150,103,2009-03-10T01:20:00.000,2.6,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21015501,103,2018-03-26T19:25:00.000,0.1351797,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21205502,103,2017-09-26T10:35:00.000,1.391.463,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21105030,103,2019-07-06T02:40:00.000,0.5,ALGECIRAS - AUT,HUILA,ALGECIRAS,ALTO MAGDALENA,2.521.694.444,-7.532.225,Velocidad Viento (10 min),m/s,
21015050,103,2009-07-26T14:40:00.000,2.8,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21185090,103,2018-01-23T11:30:00.000,1.1,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21215150,103,2007-01-10T21:30:00.000,2.4,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21197430,103,2016-07-28T09:20:00.000,8.07,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21206920,103,2014-11-06T22:30:00.000,1.9,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21045501,103,2017-10-19T01:40:00.000,0.6999999,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041.941.667,-7.601.191.667,Velocidad Viento (10 min),m/s,
21185501,103,2019-03-14T20:45:00.000,0.008473166,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21215180,103,2009-01-18T21:40:00.000,2,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21065501,103,2018-10-04T06:45:00.000,0,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21255160,103,2009-02-10T22:00:00.000,0.8,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206950,103,2012-05-26T15:00:00.000,2.7,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21206920,103,2007-10-13T00:00:00.000,4.4,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21206990,103,2005-04-06T08:40:00.000,1.4,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21185501,103,2019-07-09T21:45:00.000,0.008474562,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21055501,103,2016-07-28T20:35:00.000,1.9,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21015060,103,2012-10-28T18:40:00.000,0.6,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21185090,103,2007-02-15T20:10:00.000,4,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21255170,103,2008-01-02T09:20:00.000,1.8,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21015070,103,2007-04-25T04:50:00.000,1.1,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206980,103,2018-01-29T00:20:00.000,1.8,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206790,103,2016-05-18T15:40:00.000,1.6,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21206950,103,2016-07-18T15:50:00.000,4.3,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21255501,103,2019-07-20T06:50:00.000,0.000211226,LA TRINIDAD  - AUT,TOLIMA,LIBANO,ALTO MAGDALENA,4.895,-75.04,Velocidad Viento (10 min),m/s,
21206940,103,2012-07-16T13:30:00.000,4.7,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
21255160,103,2008-07-16T03:10:00.000,0.6,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21215180,103,2013-01-26T08:30:00.000,1.5,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206960,103,2018-04-05T06:40:00.000,1.1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21215180,103,2007-09-21T06:20:00.000,0.5,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206980,103,2016-07-09T00:40:00.000,2.1,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21215190,103,2016-11-18T08:20:00.000,0.5,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21215190,103,2008-05-12T18:50:00.000,2.3,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21195170,103,2009-07-29T09:00:00.000,3.3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21055501,103,2016-07-06T18:00:00.000,2.1,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21185090,103,2019-06-30T22:10:00.000,0.8,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21255160,103,2016-01-22T01:40:00.000,1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206960,103,2011-11-08T22:20:00.000,61.1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015070,103,2018-05-24T05:50:00.000,1.1,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21235030,103,2019-07-31T00:50:00.000,0.7,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21185090,103,2009-07-09T16:20:00.000,1.9,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21205791,103,2019-06-17T00:20:00.000,1.8,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21205710,103,2019-03-05T01:40:00.000,0.4,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21206960,103,2011-12-21T03:20:00.000,2.3,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21055070,103,2016-10-07T04:10:00.000,1.1,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21185090,103,2016-08-02T03:30:00.000,1.1,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21206950,103,2013-05-25T04:40:00.000,2.4,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21206600,103,2014-03-21T08:00:00.000,0,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21015040,103,2016-11-17T23:20:00.000,1,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21255160,103,2005-07-14T08:10:00.000,1.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21195190,103,2015-08-21T03:20:00.000,1,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21115180,103,2016-12-10T04:50:00.000,0.6,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21115170,103,2006-02-20T00:40:00.000,1.7,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206600,103,2015-05-06T03:40:00.000,1.4,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21195170,103,2015-10-08T19:20:00.000,1.2,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21215160,103,2006-05-07T06:20:00.000,1,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21205521,103,2019-07-11T07:00:00.000,2.356,SANTA HELENA  - AUT,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.738,-73.936,Velocidad Viento (10 min),m/s,
21206990,103,2016-08-01T06:00:00.000,0.4,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21215160,103,2013-05-19T23:50:00.000,2.9,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21206980,103,2015-12-25T00:20:00.000,2.3,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21195501,103,2017-10-24T15:55:00.000,2.658.554,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21206930,103,2014-10-07T10:00:00.000,1.6,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21195160,103,2007-07-18T00:10:00.000,1.2,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
24015508,103,2019-05-27T20:40:00.000,2.101,HACIENDA LA MESA  - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.308,-74.282,Velocidad Viento (10 min),m/s,
21015050,103,2005-07-30T09:40:00.000,2.1,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21115170,103,2012-07-10T06:10:00.000,4.2,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21205910,103,2019-07-10T16:10:00.000,3.4,LA COSECHA - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,4.989.222.222,-7.400.119.444,Velocidad Viento (10 min),m/s,
21195170,103,2010-01-06T13:00:00.000,3.8,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21115170,103,2006-01-19T13:30:00.000,2.4,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21205512,103,2019-04-04T18:50:00.000,4.009,EL SOCHE  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.469,-74.079,Velocidad Viento (10 min),m/s
21015060,103,2015-03-09T08:30:00.000,0.7,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21045501,103,2018-07-09T13:20:00.000,9.177.123,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041.941.667,-7.601.191.667,Velocidad Viento (10 min),m/s,
21255160,103,2008-12-07T11:20:00.000,1.2,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21195501,103,2017-08-31T18:25:00.000,1.822.245,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21185090,103,2018-10-02T06:30:00.000,0.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21215501,103,2016-06-27T11:30:00.000,1.9,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21035501,103,2018-08-11T09:00:00.000,1.866.816,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21055501,103,2018-02-15T10:25:00.000,1.730.736,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
22025040,103,2012-07-01T22:40:00.000,11.3,EL DIABLO,CAUCA,PAEZ,ALTO MAGDALENA,2.978,-76.064,Velocidad Viento (10 min),m/s,
21215150,103,2010-10-01T04:20:00.000,1.2,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21206960,103,2013-11-08T17:50:00.000,3,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
