codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21195190,103,2016-11-29T10:20:00.000,2.8,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21165501,103,2018-09-02T06:10:00.000,2.540.859,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21197430,103,2008-08-09T20:00:00.000,2.61,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21185501,103,2017-08-16T08:20:00.000,112.822,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21215180,103,2017-01-07T20:10:00.000,1.3,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21055501,103,2018-07-23T04:30:00.000,0.373324,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21205012,103,2014-10-24T12:10:00.000,4,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21255160,103,2014-12-29T09:30:00.000,1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21205519,103,2019-08-03T18:20:00.000,3.442,SAN FORTUNATO  - AUT,CUNDINAMARCA,SIBATA,ALTO MAGDALENA,4.452,-74.272,Velocidad Viento (10 min),m/s,
21255170,103,2017-07-06T06:30:00.000,0.9,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21205502,103,2018-11-09T06:40:00.000,2.758.743,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21015501,103,2018-10-11T20:40:00.000,0,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21115170,103,2010-09-18T11:00:00.000,2.9,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206960,103,2019-08-01T14:20:00.000,1.6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015501,103,2017-10-11T18:20:00.000,0.2166691,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21195170,103,2015-10-09T15:10:00.000,3.9,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21115180,103,2016-03-19T09:40:00.000,1,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21235030,103,2018-11-03T01:10:00.000,6.2,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21197430,103,2016-11-16T03:30:00.000,0.46,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21035501,103,2018-11-09T02:50:00.000,2.298.149,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21215501,103,2018-05-03T06:50:00.000,0,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21015502,103,2016-09-05T10:40:00.000,1.4,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21015050,103,2006-07-14T15:00:00.000,4.5,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21206790,103,2018-11-07T00:00:00.000,0.8,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21205012,103,2017-09-22T22:30:00.000,1.5,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21195190,103,2019-01-18T18:10:00.000,1.3,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21206930,103,2018-11-12T23:00:00.000,0.8,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206930,103,2019-01-16T18:00:00.000,0.9,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206600,103,2018-04-25T23:40:00.000,0.7,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21205501,103,2017-03-17T16:15:00.000,0.9,MESITAS DE SANTA INES  - AUT,CUNDINAMARCA,CACHIPAY,ALTO MAGDALENA,4.718.611.111,-7.445.527.778,Velocidad Viento (10 min),m/s,
21215180,103,2012-10-02T11:40:00.000,3.9,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21015040,103,2013-02-23T19:30:00.000,0.8,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21115180,103,2005-11-17T17:20:00.000,1,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21206930,103,2018-10-17T17:50:00.000,0.9,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21205522,103,2019-07-19T06:00:00.000,1.401,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Velocidad Viento (10 min),m/s,
21197430,103,2008-07-22T02:50:00.000,4.99,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21195160,103,2007-11-03T04:00:00.000,1,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21205710,103,2018-05-02T21:10:00.000,0.5,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21205012,103,2019-01-29T03:50:00.000,0.4,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21195501,103,2019-06-12T13:15:00.000,0.9114761,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21206960,103,2014-01-05T10:50:00.000,6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015050,103,2014-12-02T14:10:00.000,1,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21206920,103,2016-02-03T13:40:00.000,6.7,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21015050,103,2014-04-13T01:50:00.000,1.8,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21215150,103,2015-07-19T07:20:00.000,0,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21115170,103,2015-02-24T11:20:00.000,3.1,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215180,103,2016-10-29T02:00:00.000,2.1,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21015050,103,2014-07-17T00:40:00.000,1.2,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21195190,103,2019-03-28T22:30:00.000,1.4,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21215180,103,2012-02-03T01:40:00.000,1.9,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21215180,103,2009-06-20T06:10:00.000,2.6,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21015040,103,2005-11-16T22:10:00.000,0.4,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21206980,103,2014-08-06T06:30:00.000,3.1,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206940,103,2011-08-28T04:30:00.000,1.8,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
21215180,103,2007-04-14T07:40:00.000,3.9,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206960,103,2013-02-09T22:00:00.000,67.9,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21055070,103,2014-10-14T19:30:00.000,0.4,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21015501,103,2018-12-20T08:40:00.000,1.353.184,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21195160,103,2008-03-29T08:50:00.000,2,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21105501,103,2017-07-12T09:10:00.000,1.655.361,ALGECIRAS  - AUT,HUILA,ALGECIRAS,ALTO MAGDALENA,2.595.027.778,-7.522.852.778,Velocidad Viento (10 min),m/s,
21206790,103,2017-12-28T02:20:00.000,0.5,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21165501,103,2017-03-03T09:25:00.000,2.4,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21015060,103,2014-03-15T10:30:00.000,0.9,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206930,103,2017-11-02T09:30:00.000,1.9,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206990,103,2016-04-18T08:00:00.000,1,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21205511,103,2019-02-10T02:50:00.000,0.772,EL OKAL  - AUT,CUNDINAMARCA,VILLAGAMEZA,ALTO MAGDALENA,5.001,-73.733,Velocidad Viento (10 min),m/s,
21205523,103,2019-06-02T21:50:00.000,0.579,UNIVERSIDAD SANTO TOMÁS  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.788,-74.05,Velocidad Viento (10 min),m/s
21115180,103,2016-08-13T23:50:00.000,0.8,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21205940,103,2019-06-19T00:20:00.000,0.3,VILLA INES  - AUT,CUNDINAMARCA,FACATATIVA,ALTO MAGDALENA,4.834.972.222,-7.438.397.222,Velocidad Viento (10 min),m/s,
21015060,103,2008-06-21T18:40:00.000,0.8,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206950,103,2015-06-07T06:30:00.000,3,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21165501,103,2018-02-19T09:25:00.000,1.365.029,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21195190,103,2017-06-12T16:30:00.000,1.6,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21255160,103,2015-09-27T05:50:00.000,0.5,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21105030,103,2019-05-14T11:40:00.000,0.8,ALGECIRAS - AUT,HUILA,ALGECIRAS,ALTO MAGDALENA,2.521.694.444,-7.532.225,Velocidad Viento (10 min),m/s,
21065501,103,2018-10-16T02:00:00.000,0.7915238,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21205660,103,2019-06-21T19:00:00.000,0.5,MERCEDES - AUT,CUNDINAMARCA,ANAPOIMA,ALTO MAGDALENA,4.581.888.889,-7.452.661.111,Velocidad Viento (10 min),m/s,
21206950,103,2013-11-28T15:40:00.000,2.9,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21215501,103,2017-02-24T17:55:00.000,0.7,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21206980,103,2018-11-18T11:10:00.000,3.1,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206930,103,2005-12-02T19:00:00.000,1.2,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206980,103,2013-10-01T09:40:00.000,3.7,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21195501,103,2016-06-15T07:00:00.000,1.3,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21235030,103,2005-04-16T19:40:00.000,1.3,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21115170,103,2013-07-07T14:00:00.000,1.9,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21185501,103,2017-11-04T01:35:00.000,0.008474848,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21206980,103,2006-10-16T13:50:00.000,2.4,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21015070,103,2011-04-17T10:10:00.000,0.7,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21235030,103,2011-01-21T03:30:00.000,2.9,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21015070,103,2019-04-09T04:50:00.000,0.5,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206790,103,2015-03-23T12:20:00.000,2.2,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21195170,103,2017-12-08T21:50:00.000,2.6,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21195501,103,2017-05-18T16:45:00.000,2.6,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21215160,103,2010-06-09T12:30:00.000,3.9,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21115501,103,2017-12-26T15:25:00.000,0.7099766,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960.666.667,-7.502.849.722,Velocidad Viento (10 min),m/s,
21015060,103,2014-02-06T20:50:00.000,0.6,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21255170,103,2016-07-20T08:40:00.000,1.4,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21205791,103,2015-07-04T04:50:00.000,4.5,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21206790,103,2012-09-14T09:40:00.000,0.9,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21085501,103,2018-07-08T13:05:00.000,0.4724015,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21205502,103,2016-06-02T14:50:00.000,2.1,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21195190,103,2018-09-26T07:20:00.000,1,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21205524,103,2019-04-09T04:20:00.000,0.946,VETA LARGA  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.075,-74.057,Velocidad Viento (10 min),m/s,
21235030,103,2018-10-19T13:30:00.000,1.4,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21165501,103,2017-08-28T08:55:00.000,3.151.098,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21255170,103,2009-12-30T20:00:00.000,1.3,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21206600,103,2013-01-20T00:00:00.000,1.3,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21015501,103,2019-08-09T20:05:00.000,0.5937693,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21015050,103,2015-02-22T05:10:00.000,1.8,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21235030,103,2009-09-29T17:30:00.000,3.3,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21206930,103,2014-12-20T18:20:00.000,0.6,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21206600,103,2018-08-05T03:10:00.000,0.7,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21055501,103,2017-11-03T22:30:00.000,0.9822027,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21255160,103,2018-10-04T03:00:00.000,0.9,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206600,103,2015-05-16T15:20:00.000,2.9,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21165501,103,2019-06-11T20:10:00.000,3.426.108,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21255170,103,2009-06-19T01:30:00.000,0.9,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21206920,103,2007-10-05T00:50:00.000,2.2,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21015040,103,2017-02-13T20:20:00.000,2.8,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21205012,103,2015-03-08T10:30:00.000,3.9,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21035501,103,2018-05-10T23:30:00.000,1.558.134,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21055501,103,2018-07-25T08:10:00.000,0.5958994,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21215150,103,2016-06-19T14:00:00.000,9.5,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21197430,103,2015-08-17T15:00:00.000,5.29,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21215160,103,2012-04-15T09:40:00.000,3.3,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21206960,103,2014-06-16T13:10:00.000,1.6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21165501,103,2019-01-04T20:10:00.000,3.848.456,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21205012,103,2018-04-09T12:00:00.000,1.7,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21115010,103,2007-09-24T00:30:00.000,0.9,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Velocidad Viento (10 min),m/s,
21205502,103,2017-12-30T11:20:00.000,1.469.987,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21195190,103,2017-09-04T04:30:00.000,3.3,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21206600,103,2018-03-23T21:10:00.000,2.3,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21185090,103,2006-02-27T01:40:00.000,3,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21235030,103,2009-05-19T08:20:00.000,0.7,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21255170,103,2016-11-03T22:10:00.000,0.8,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21206980,103,2014-05-24T13:40:00.000,5.7,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21205515,103,2019-04-29T10:00:00.000,10.694,MERENGO  - AUT,CUNDINAMARCA,SOACHA,ALTO MAGDALENA,4.7,-74.174,Velocidad Viento (10 min),m/s,
